Trekking,1e balpositie,2e balpositie,3e balpositie,4e balpositie,5e balpositie,6e balpositie,Bonusbal
2015-08-08,18,23,26,27,39,40,9
2015-08-15,1,10,18,20,23,24,18
2015-08-22,4,8,11,13,19,35,38
2015-08-29,6,11,15,18,37,42,25
2015-09-05,4,8,22,34,39,41,19
2015-09-12,1,3,9,23,43,45,3
2015-09-19,7,17,21,26,36,38,2
2015-09-26,20,33,36,40,42,44,14
2015-10-03,5,14,18,27,28,41,15
2015-10-10,1,9,12,18,22,31,23
2015-10-17,5,20,23,37,38,40,41
2015-10-24,2,32,37,40,44,45,9
2015-10-31,3,4,22,36,41,45,36
2015-11-07,6,14,21,31,34,35,17
2015-11-14,3,21,23,28,37,45,25
2015-11-21,16,20,29,39,41,44,27
2015-11-28,26,36,37,40,43,44,2
2015-12-05,9,24,35,37,38,41,19
2015-12-12,3,5,13,18,23,24,3
2015-12-19,5,17,19,20,29,44,28
2015-12-26,5,16,27,29,31,45,3
2016-01-02,10,12,36,37,38,45,42
2016-01-09,8,11,18,23,24,32,33
2016-01-16,4,13,19,22,32,38,40
2016-01-23,9,14,27,28,29,34,42
2016-01-30,6,10,11,15,27,41,37
2016-02-06,8,11,21,23,25,32,14
2016-02-13,12,17,25,29,37,44,29
2016-02-20,4,8,26,41,43,44,40
2016-02-27,3,9,11,27,29,33,27
2016-03-05,11,16,17,18,25,39,17
2016-03-12,6,12,18,27,31,37,10
2016-03-19,2,6,27,29,37,42,29
2016-03-26,7,12,27,35,36,39,26
2016-04-02,4,15,21,24,29,37,30
2016-04-09,2,9,12,29,34,35,32
2016-04-16,8,21,23,29,36,45,26
2016-04-23,5,16,19,27,29,34,24
2016-04-30,7,9,30,34,35,38,28
2016-05-07,4,7,12,14,23,42,33
2016-05-14,15,16,34,39,41,44,28
2016-05-21,1,4,14,28,42,44,45
2016-05-28,18,24,28,29,34,40,15
2016-06-04,2,5,15,34,40,42,11
2016-06-11,12,15,16,21,30,34,36
2016-06-18,9,17,22,23,40,41,15
2016-06-25,3,12,13,22,38,44,39
2016-07-02,10,11,22,23,40,45,44
2016-07-09,2,7,8,17,29,39,20
2016-07-16,1,9,10,22,32,41,23
2016-07-23,5,9,24,28,32,42,36
2016-07-30,1,2,7,8,25,40,25
2016-08-06,1,9,12,19,32,39,12
2016-08-13,16,19,22,23,30,43,39
2016-08-20,1,9,19,25,29,37,17
2016-08-27,3,9,20,27,28,41,9
2016-09-03,2,4,24,25,43,44,44
2016-09-10,17,19,28,37,43,45,24
2016-09-17,1,7,27,34,36,41,23
2016-09-24,2,3,15,25,38,41,45
2016-10-01,6,7,14,20,25,43,42
2016-10-08,5,8,13,19,30,43,28
2016-10-15,1,7,23,30,35,37,3
2016-10-22,4,20,26,30,36,42,22
2016-10-29,13,18,30,34,35,40,15
2016-11-05,6,20,25,33,34,41,6
2016-11-12,5,21,27,34,44,45,2
2016-11-19,8,13,17,27,30,33,42
2016-11-26,6,9,18,30,33,39,15
2016-12-03,8,12,15,21,24,39,19
2016-12-10,4,10,12,22,30,32,44
2016-12-17,3,19,31,35,40,42,39
2016-12-24,4,13,15,17,26,40,39
2016-12-31,1,5,22,29,32,39,10
2017-01-07,3,9,17,18,19,33,31
2017-01-14,2,3,17,19,36,43,32
2017-01-21,17,20,27,33,34,37,6
2017-01-28,9,12,14,31,36,39,40
2017-02-04,3,28,29,37,41,43,18
2017-02-11,15,16,20,22,38,41,31
2017-02-18,2,13,21,26,30,36,15
2017-02-25,11,14,16,33,40,42,4
2017-03-04,2,10,11,30,36,42,2
2017-03-11,3,15,16,17,40,41,13
2017-03-18,1,8,9,17,24,27,9
2017-03-25,3,8,16,22,23,38,8
2017-04-01,6,16,21,23,36,38,16
2017-04-08,13,32,33,40,43,45,30
2017-04-15,9,28,31,34,38,44,42
2017-04-22,10,17,21,39,41,45,29
2017-04-29,4,11,18,23,36,42,43
2017-05-06,3,8,11,19,28,45,43
2017-05-13,19,26,29,31,33,44,45
2017-05-20,4,8,12,15,20,30,31
2017-05-27,3,4,12,23,34,35,2
2017-06-03,6,11,23,39,40,41,44
2017-06-10,5,20,31,39,41,45,5
2017-06-17,1,18,34,35,37,38,17
2017-06-24,1,5,13,25,37,45,12
2017-07-01,13,15,21,28,32,43,5
2017-07-08,6,20,27,28,34,38,19
2017-07-15,3,5,8,30,31,38,2
2017-07-22,3,4,9,12,13,14,43
2017-07-29,10,23,24,25,29,30,42
2017-08-05,14,24,26,38,41,43,19
2017-08-12,4,6,7,16,19,43,21
2017-08-19,8,15,24,39,40,43,6
2017-08-26,5,16,19,27,37,42,7
2017-09-02,3,11,12,20,35,40,8
2017-09-09,11,17,27,31,33,44,17
2017-09-16,9,15,16,20,39,41,44
2017-09-23,2,8,21,24,35,38,5
2017-09-30,1,9,20,24,29,42,43
2017-10-07,1,6,9,24,27,41,20
2017-10-14,6,20,28,33,36,41,37
2017-10-21,14,18,28,33,37,45,13
2017-10-28,1,3,10,19,21,41,21
2017-11-04,4,12,14,24,28,35,15
2017-11-11,4,7,14,16,39,42,14
2017-11-18,5,16,19,20,31,37,29
2017-11-25,5,16,23,36,37,41,10
2017-12-02,9,10,16,18,33,44,44
2017-12-09,2,4,11,27,30,39,11
2017-12-16,7,15,17,18,27,42,3
2017-12-23,6,9,10,11,23,34,9
2017-12-30,27,29,37,38,44,45,27
2018-01-06,7,14,20,22,28,30,4
2018-01-13,8,9,21,22,29,41,8
2018-01-20,4,7,15,17,38,43,28
2018-01-27,6,14,17,33,40,45,12
2018-02-03,7,25,28,29,30,35,18
2018-02-10,5,7,16,17,18,22,20
2018-02-17,6,19,24,33,35,42,42
2018-02-24,6,9,31,35,42,44,20
2018-03-03,5,14,26,31,36,37,21
2018-03-10,4,9,18,31,36,43,41
2018-03-17,2,3,10,25,26,43,15
2018-03-24,2,6,7,12,20,29,24
2018-03-31,7,10,33,38,40,44,25
2018-04-07,1,10,20,22,23,40,33
2018-04-14,3,6,22,31,41,45,12
2018-04-21,9,13,21,34,38,45,15
2018-04-28,1,11,22,24,29,36,15
2018-05-05,1,11,12,19,39,43,36
2018-05-12,5,6,36,39,43,44,25
2018-05-19,8,23,24,32,35,40,34
2018-05-26,2,5,15,39,44,45,2
2018-06-02,6,7,20,40,44,45,41
2018-06-09,1,12,20,30,44,45,33
2018-06-16,1,4,7,8,21,31,17
2018-06-23,7,9,13,15,39,45,16
2018-06-30,4,12,25,29,33,37,45
2018-07-07,2,12,19,27,29,43,42
2018-07-14,3,8,16,24,39,43,20
2018-07-21,12,14,22,24,36,42,9
2018-07-28,11,14,16,22,40,45,43
2018-08-04,8,9,10,16,37,39,17
2018-08-11,22,24,27,28,35,36,38
2018-08-18,6,10,24,26,28,44,39
2018-08-25,8,13,17,19,20,21,15
2018-09-01,8,11,15,28,30,43,32
2018-09-08,5,12,13,17,27,36,29
2018-09-15,5,6,27,29,38,39,30
2018-09-22,1,5,25,28,43,44,8
2018-09-29,1,2,3,33,36,38,36
2018-10-06,8,12,15,22,32,35,13
2018-10-13,18,20,26,27,40,45,7
2018-10-20,11,14,21,25,26,44,4
2018-10-27,24,25,26,27,41,45,8
2018-11-03,3,17,18,19,28,31,7
2018-11-10,5,14,20,23,40,44,30
2018-11-17,12,14,21,29,31,43,20
2018-11-24,1,7,8,24,30,41,15
2018-12-01,2,7,24,31,32,44,12
2018-12-08,11,16,19,25,30,34,41
2018-12-15,6,11,23,26,38,45,45
2018-12-22,1,5,23,28,40,43,25
2018-12-29,5,6,8,9,38,45,30
2019-01-05,11,20,31,37,41,43,20
2019-01-12,10,13,22,23,24,33,32
2019-01-19,4,19,33,35,41,43,4
2019-01-26,9,18,21,25,29,44,43
2019-02-02,2,11,12,15,18,44,8
2019-02-09,7,8,27,28,33,34,44
2019-02-16,2,4,10,23,25,40,13
2019-02-23,2,23,24,27,30,39,9
2019-03-02,17,23,24,29,37,41,7
2019-03-09,2,8,16,17,26,36,14
2019-03-16,3,4,10,12,18,41,40
2019-03-23,3,16,35,41,42,43,13
2019-03-30,4,7,16,28,32,38,37
2019-04-06,1,3,10,21,37,42,25
2019-04-13,7,17,19,28,32,37,10
2019-04-20,5,20,23,26,27,39,41
2019-04-27,19,21,22,33,36,39,21
2019-05-04,4,12,15,25,30,31,39
2019-05-11,13,15,19,28,39,44,23
2019-05-18,7,32,36,43,44,45,31
2019-05-25,1,12,24,26,28,42,29
2019-06-01,2,12,32,36,38,43,3
2019-06-08,1,6,22,26,31,44,35
2019-06-15,5,13,14,15,16,30,36
2019-06-22,3,6,7,29,30,43,11
2019-06-29,10,16,29,32,33,35,29
2019-07-06,2,10,11,27,40,43,8
2019-07-13,18,24,27,28,33,34,39
2019-07-20,2,10,26,27,28,42,18
2019-07-27,1,4,18,32,36,43,7
2019-08-03,4,12,15,21,35,36,45
2019-08-10,2,5,14,30,34,36,35
2019-08-17,19,25,26,31,37,38,30
2019-08-24,8,12,19,37,38,42,34
2019-08-31,5,10,15,35,43,44,6
2019-09-07,12,23,30,32,34,44,40
2019-09-14,6,22,30,33,35,39,25
2019-09-21,8,12,18,20,25,32,45
2019-09-28,18,19,21,27,32,38,30
2019-10-05,5,6,10,20,35,41,16
2019-10-12,7,10,13,16,22,40,28
2019-10-19,3,32,35,40,42,43,26
2019-10-26,13,20,23,25,30,39,44
2019-11-02,3,10,12,25,28,31,5
2019-11-09,1,7,9,20,28,31,13
2019-11-16,2,7,16,18,28,42,6
2019-11-23,2,11,13,18,25,35,36
2019-11-30,12,16,17,31,37,45,14
2019-12-07,1,12,15,29,33,38,19
2019-12-14,2,3,9,15,27,37,35
2019-12-21,13,15,26,32,33,35,27
2019-12-28,8,10,21,22,34,41,44
2020-01-04,2,3,7,11,14,29,41
2020-01-11,12,19,25,27,40,45,41
2020-01-18,12,18,20,27,30,31,33
2020-01-25,3,15,30,31,39,40,30
2020-02-01,1,3,4,14,25,31,31
2020-02-08,14,17,32,35,36,39,7
2020-02-15,13,16,20,22,36,41,25
2020-02-22,12,16,28,31,37,45,12
2020-02-29,1,12,13,16,32,41,45
2020-03-07,9,10,19,22,40,45,43
2020-03-14,12,21,26,28,33,41,14
2020-03-21,25,34,37,40,43,45,24
2020-03-28,3,5,17,29,30,35,34
2020-04-04,1,2,3,15,36,41,40
2020-04-11,4,6,19,21,35,37,39
2020-04-18,6,14,17,23,26,45,8
2020-04-25,1,5,7,40,43,45,38
2020-05-02,10,14,18,20,23,30,17
2020-05-09,6,14,22,26,27,34,19
2020-05-16,3,10,12,15,18,26,7
2020-05-23,11,16,26,35,37,42,45
2020-05-30,3,4,16,24,29,37,19
2020-06-06,9,18,21,32,33,34,34
2020-06-13,8,10,15,19,28,30,11
2020-06-20,1,2,3,14,20,23,7
2020-06-27,4,6,10,15,26,29,17
2020-07-04,8,10,23,40,43,45,44
2020-07-11,5,6,15,18,23,34,29
2020-07-18,5,10,12,14,18,41,25
2020-07-25,4,11,19,21,22,38,16
2020-08-01,10,12,25,31,38,41,18
2020-08-08,4,10,23,30,35,43,33
2020-08-15,10,12,15,22,28,32,44
2020-08-22,1,4,7,16,34,41,42
2020-08-29,1,7,11,25,35,43,15
2020-09-05,2,14,22,30,31,43,25
2020-09-12,17,27,29,35,38,41,27
2020-09-19,1,13,18,26,28,31,32
2020-09-26,16,23,26,29,32,34,39
2020-10-03,9,16,23,31,33,37,1
2020-10-10,9,13,14,35,36,42,43
2020-10-17,3,13,25,32,37,39,18
2020-10-24,3,9,22,30,38,45,30
2020-10-31,23,24,29,31,36,38,19
2020-11-07,5,10,15,29,36,43,1
2020-11-14,1,9,16,22,26,35,9
2020-11-21,13,19,29,32,35,38,13
2020-11-28,14,24,27,35,39,40,9
2020-12-05,13,25,29,39,43,44,26
2020-12-12,1,5,18,25,34,35,44
2020-12-19,10,14,22,27,29,41,27
2020-12-26,4,5,18,28,36,43,18
2021-01-02,5,6,9,14,32,40,29
2021-01-09,7,20,24,25,28,43,19
2021-01-16,13,14,16,31,38,43,2
2021-01-23,3,9,17,28,37,40,21
2021-01-30,7,12,18,24,30,38,22
2021-02-06,7,11,18,27,28,34,40
2021-02-13,12,22,26,27,30,38,37
2021-02-20,15,17,29,30,33,37,39
2021-02-27,4,14,20,21,32,40,3
2021-03-06,6,7,10,27,40,43,21
2021-03-13,11,29,30,31,36,44,42
2021-03-20,4,8,11,29,31,36,7
2021-03-27,2,28,29,34,38,42,26
2021-04-03,4,5,19,26,29,31,21
2021-04-10,8,15,19,22,27,41,44
2021-04-17,16,22,26,29,41,45,6
2021-04-24,2,3,4,15,37,40,11
2021-05-01,2,3,5,35,39,41,21
2021-05-08,9,12,16,40,41,43,26
2021-05-15,6,15,30,35,37,44,2
2021-05-22,13,22,29,36,42,43,32
2021-05-29,14,16,28,30,36,43,35
2021-06-05,8,9,10,32,35,36,32
2021-06-12,6,15,30,39,44,45,31
2021-06-19,6,12,18,21,30,42,22
2021-06-26,9,12,19,33,41,44,12
2021-07-03,9,11,20,23,30,40,45
2021-07-10,4,10,18,27,36,38,1
2021-07-17,8,15,18,22,25,26,29
2021-07-24,10,14,29,30,34,35,15
2021-07-31,1,5,13,28,42,45,29
2021-08-07,5,15,16,23,28,45,16
2021-08-14,17,20,25,28,36,38,2
2021-08-21,11,14,26,32,39,41,2
2021-08-28,3,11,12,18,32,40,36
2021-09-04,1,18,19,21,24,38,32
2021-09-11,13,15,25,32,33,37,1
2021-09-18,2,4,7,20,22,31,28
2021-09-25,1,12,31,34,38,44,14
2021-10-02,1,8,9,14,18,28,27
2021-10-09,1,13,18,22,27,36,33
2021-10-16,10,21,24,29,40,41,25
2021-10-23,23,30,31,39,42,43,42
2021-10-30,10,12,17,25,26,42,5
2021-11-06,1,2,11,21,35,36,44
2021-11-13,3,7,13,17,33,40,2
2021-11-20,2,3,8,16,19,21,13
2021-11-27,4,10,13,28,31,45,1
2021-12-04,1,12,14,26,31,32,45
2021-12-11,7,11,25,27,28,34,30
2021-12-18,1,7,16,17,29,30,35
2021-12-25,2,10,19,26,29,43,20
2022-01-01,13,14,16,29,36,43,11
2022-01-08,3,14,28,33,35,42,35
2022-01-15,2,3,5,18,31,42,35
2022-01-22,2,8,18,29,34,43,44
2022-01-29,6,11,17,25,34,37,27
2022-02-05,3,10,18,22,29,31,11
2022-02-12,1,9,21,38,42,44,44
2022-02-19,7,10,19,24,26,37,15
2022-02-26,2,15,21,34,37,38,18
2022-03-05,6,18,25,31,36,45,8
2022-03-12,1,7,19,22,28,30,39
2022-03-19,4,6,22,25,29,31,20
2022-03-26,2,6,8,14,19,25,6
2022-04-02,10,14,15,22,26,45,22
2022-04-09,11,16,23,35,37,40,18
2022-04-16,7,20,22,28,42,43,21
2022-04-23,1,4,9,13,42,45,20
2022-04-30,11,16,20,22,28,38,20
2022-05-07,1,5,12,15,22,30,31
2022-05-14,14,31,33,37,44,45,16
2022-05-21,7,13,24,29,37,43,42
2022-05-28,5,22,27,39,43,45,5
2022-06-04,23,30,31,33,36,44,22
2022-06-11,4,9,14,24,26,34,22
2022-06-18,4,10,16,32,34,41,28
2022-06-25,6,16,18,25,35,45,19
2022-07-02,3,24,31,32,38,39,23
2022-07-09,8,10,12,22,29,40,33
2022-07-16,12,23,30,31,37,43,3
2022-07-23,4,5,13,25,27,31,7
2022-07-30,2,4,6,15,29,40,13
2022-08-06,8,23,32,35,40,41,5
2022-08-13,1,7,15,27,35,41,8
2022-08-20,4,9,24,30,32,37,39
2022-08-27,7,19,20,21,28,30,42
2022-09-03,6,10,11,12,16,34,34
2022-09-10,1,10,21,23,28,38,40
2022-09-17,12,13,18,21,28,45,29
2022-09-24,7,17,24,25,36,41,28
2022-10-01,2,7,10,20,31,35,1
2022-10-08,1,5,10,21,22,39,5
2022-10-15,3,5,28,31,34,44,9
2022-10-22,3,22,27,35,36,43,12
2022-10-29,1,12,15,16,28,35,31
2022-11-05,1,16,20,22,27,35,3
2022-11-12,1,6,27,32,37,38,18
2022-11-19,2,5,24,27,28,43,42
2022-11-26,5,12,15,20,27,31,35
2022-12-03,1,12,21,23,24,30,12
2022-12-10,8,9,13,17,21,29,25
2022-12-17,6,9,12,29,42,45,14
2022-12-24,10,12,17,20,34,35,44
2022-12-31,3,5,10,20,27,38,1
2023-01-07,8,14,16,24,32,44,9
2023-01-14,2,18,20,23,42,44,22
2023-01-21,5,19,25,30,33,42,20
2023-01-28,2,8,12,16,23,25,25
2023-02-04,1,2,17,23,33,34,29
2023-02-11,7,8,14,26,35,38,32
2023-02-18,4,5,13,18,33,39,41
2023-02-25,2,11,14,25,27,38,14
2023-03-04,17,19,21,25,26,31,34
2023-03-11,1,7,9,37,40,45,2
2023-03-18,9,12,22,24,25,32,21
2023-03-25,7,12,20,22,23,30,33
2023-04-01,3,17,32,33,40,45,44
2023-04-08,4,8,29,32,39,41,7
2023-04-15,9,11,14,16,17,40,13
2023-04-22,4,8,13,21,22,28,20
2023-04-29,3,12,26,28,31,45,35
2023-05-06,8,21,23,24,40,41,14
2023-05-13,4,5,11,18,42,44,29
2023-05-20,3,5,16,31,32,37,21
2023-05-27,1,2,12,31,35,37,11
2023-06-03,2,5,19,30,32,37,17
2023-06-10,2,5,13,37,40,43,6
2023-06-17,9,13,21,27,28,32,24
2023-06-24,6,13,19,29,42,43,30
2023-07-01,6,8,12,24,36,42,30
2023-07-08,3,11,16,32,36,39,15
2023-07-15,9,13,14,29,31,45,26
2023-07-22,5,6,7,8,25,36,11
2023-07-29,8,23,24,38,44,45,21
2023-08-05,3,13,15,29,34,37,42
2023-08-12,2,21,22,23,30,34,31
2023-08-19,11,16,19,26,36,40,5
2023-08-26,1,8,32,33,36,38,23
2023-09-02,16,22,31,38,42,45,3
2023-09-09,5,8,16,18,29,37,27
2023-09-16,7,29,30,32,37,45,37
2023-09-23,7,11,13,14,20,28,33
2023-09-30,3,23,24,27,39,42,1
2023-10-07,3,6,7,16,22,43,20
2023-10-14,3,15,19,27,30,41,12
2023-10-21,5,11,18,21,31,45,17
2023-10-28,2,11,12,13,24,25,43
2023-11-04,10,17,19,28,34,42,18
2023-11-11,7,21,28,36,40,45,4
2023-11-18,16,17,19,24,30,33,13
2023-11-25,1,20,37,40,42,43,28
2023-12-02,8,14,19,20,33,41,44
2023-12-09,2,6,7,21,39,43,29
2023-12-16,9,12,20,27,37,44,6
2023-12-23,8,10,11,16,21,36,37
2023-12-30,1,6,7,10,14,42,1
2024-01-06,10,17,18,24,33,35,28
2024-01-13,8,17,28,29,35,44,25
2024-01-20,1,4,10,29,37,44,23
2024-01-27,4,6,9,15,21,28,25
2024-02-03,7,20,28,31,35,36,19
2024-02-10,9,10,17,23,30,37,11
2024-02-17,8,23,29,30,33,37,20
2024-02-24,6,13,18,31,42,45,27
2024-03-02,15,17,18,21,23,31,15
2024-03-09,5,9,12,13,17,23,21
2024-03-16,4,9,11,13,34,42,17
2024-03-23,1,16,34,37,39,45,38
2024-03-30,26,29,30,35,39,41,27
2024-04-06,16,21,31,38,43,45,13
2024-04-13,8,10,22,32,33,35,8
2024-04-20,1,8,13,16,27,42,5
2024-04-27,7,12,14,21,37,44,17
2024-05-04,20,27,30,32,37,41,16
2024-05-11,3,4,15,20,31,40,38
2024-05-18,12,15,16,20,24,35,10
2024-05-25,1,7,17,18,21,31,35
2024-06-01,7,16,29,32,33,42,28
2024-06-08,1,10,24,31,35,40,37
2024-06-15,6,13,20,32,36,45,2
2024-06-22,3,7,10,32,33,44,5
2024-06-29,15,23,26,27,39,40,7
2024-07-06,1,23,26,28,31,38,43
2024-07-13,6,19,24,34,37,39,12
2024-07-20,2,5,17,21,29,41,36
2024-07-27,6,10,26,31,32,39,16
2024-08-03,2,13,22,28,38,44,19
2024-08-10,3,20,22,24,29,32,23
2024-08-17,5,11,20,24,25,38,27
2024-08-24,1,24,37,40,43,44,1
2024-08-31,5,9,14,39,40,42,1
2024-09-07,4,5,9,12,29,41,26
2024-09-14,14,15,23,33,38,44,43
2024-09-21,13,14,18,19,21,45,42
2024-09-28,14,26,27,34,38,40,18
2024-10-05,15,18,21,24,29,38,22
2024-10-12,6,14,20,28,37,44,11
2024-10-19,3,4,9,16,37,44,3
2024-10-26,7,11,19,24,26,38,26
2024-11-02,4,14,17,26,37,39,22
2024-11-09,4,11,16,18,25,33,18
2024-11-16,2,8,22,26,33,40,4
2024-11-23,14,19,23,28,31,42,7
2024-11-30,7,19,21,27,29,41,2
2024-12-07,5,8,29,38,41,42,10
2024-12-14,3,12,13,17,29,41,24
2024-12-21,18,28,29,31,32,34,8
2024-12-28,12,17,18,31,34,40,24
2025-01-04,8,9,12,14,17,35,4
2025-01-11,11,12,13,25,33,34,35
2025-01-18,8,20,24,29,31,42,3
2025-01-25,5,12,19,25,28,40,25
2025-02-01,1,9,13,32,41,43,8
2025-02-08,7,11,12,21,39,45,44
2025-02-15,1,3,18,23,28,37,18
2025-02-22,1,4,31,37,41,44,7
2025-03-01,1,3,8,22,38,39,5
2025-03-08,12,16,18,21,31,45,44
2025-03-15,6,8,11,28,32,36,12
2025-03-22,3,10,18,28,32,36,9
2025-03-29,1,5,23,24,32,35,36
2025-04-05,4,18,26,37,39,43,19
2025-04-12,16,21,33,37,41,42,4
2025-04-19,5,9,11,17,28,43,9
2025-04-26,1,3,11,24,32,45,30
2025-05-03,4,8,11,22,23,24,26
2025-05-10,4,17,20,26,35,38,34
2025-05-17,3,12,17,18,40,42,31
2025-05-24,14,20,22,24,28,38,36
2025-05-31,3,5,11,19,31,34,7
2025-06-07,2,4,19,38,40,44,37
2025-06-14,10,15,17,22,28,36,14
2025-06-21,18,19,22,28,36,44,7
2025-06-28,2,10,15,18,27,38,14
2025-07-05,3,9,16,25,39,42,37
2025-07-12,12,18,22,31,40,41,21
2025-07-19,8,12,13,16,18,45,38
2025-07-26,14,15,27,30,33,35,33
2025-08-02,1,12,21,23,41,43,33
2025-08-09,4,5,7,20,28,31,35
2025-08-16,4,18,27,30,41,44,35
2025-08-23,4,5,11,16,19,40,28
2025-08-30,1,12,22,28,31,43,37
2025-09-06,10,15,20,22,42,43,44
2025-09-13,2,14,24,26,28,31,9
2025-09-20,12,22,24,26,29,37,12
2025-09-27,8,10,16,33,36,45,2
2025-10-04,1,9,15,20,27,30,9
2025-10-11,5,11,14,16,28,45,33
2025-10-18,3,12,14,30,39,42,22
2025-10-25,3,9,10,20,28,44,23
2025-11-01,2,6,8,9,33,36,32
2025-11-08,11,23,28,31,40,41,30
2025-11-15,6,12,18,21,32,45,1
2025-11-22,10,12,17,19,25,42,36
2025-11-29,6,15,16,24,25,27,9
2025-12-06,4,20,24,27,38,42,33
2025-12-13,7,11,13,14,24,25,10
2025-12-20,3,6,20,25,32,38,15
2025-12-27,8,13,30,39,40,41,24
2026-01-03,4,21,23,30,37,38,6
2026-01-10,4,5,9,21,36,40,33
2026-01-17,3,7,22,31,35,41,8
2026-01-24,2,7,13,16,21,32,14
2026-01-31,4,5,11,16,23,30,8
2026-02-07,17,25,30,39,40,43,7
2026-02-14,11,15,26,37,42,44,13
2026-02-21,13,16,25,32,37,42,4
2026-02-28,11,15,25,29,34,41,6
2026-03-07,2,5,27,29,32,36,37
2026-03-14,22,30,34,38,40,45,32
2026-03-21,7,8,13,18,20,25,39
2026-03-28,5,8,12,14,20,44,31
2026-04-04,1,15,19,26,28,30,19
2026-04-11,12,14,17,19,24,37,11
2026-04-18,3,11,18,25,32,34,18
