Date,Ball 1,Ball 2,Ball 3,Ball 4,Ball 5,Ball 6,Supp 1,Supp 2
2014-07-09,6,7,8,26,27,42,3,19
2014-07-16,13,16,18,25,33,34,12,2
2014-07-23,5,15,16,19,26,36,11,36
2014-07-30,2,7,16,21,23,44,39,26
2014-08-06,13,18,25,27,42,45,35,3
2014-08-13,1,4,6,9,22,38,38,33
2014-08-20,4,5,12,20,36,40,32,38
2014-08-27,4,9,26,27,30,42,7,7
2014-09-03,6,13,19,25,30,40,21,14
2014-09-10,5,17,20,27,42,43,15,42
2014-09-17,2,5,6,10,17,38,17,32
2014-09-24,5,7,13,33,35,44,28,31
2014-10-01,1,2,9,26,38,43,6,24
2014-10-08,5,11,20,24,25,39,28,32
2014-10-15,11,12,21,24,29,37,42,27
2014-10-22,1,3,12,19,26,40,39,31
2014-10-29,11,13,29,31,34,45,45,11
2014-11-05,1,6,11,20,26,41,6,30
2014-11-12,1,4,21,22,26,38,14,19
2014-11-19,1,6,8,11,19,29,8,39
2014-11-26,5,7,8,17,29,37,22,34
2014-12-03,3,7,20,26,37,44,32,11
2014-12-10,1,4,23,33,34,43,12,13
2014-12-17,1,11,25,26,31,35,15,1
2014-12-24,17,19,20,30,38,42,25,41
2014-12-31,5,10,12,17,30,33,41,5
2015-01-07,11,16,19,35,37,41,38,31
2015-01-14,12,25,35,36,39,44,33,31
2015-01-21,1,3,4,5,33,39,35,5
2015-01-28,1,10,14,19,20,41,42,15
2015-02-04,1,5,27,28,33,36,24,34
2015-02-11,13,17,25,40,41,44,37,19
2015-02-18,12,27,30,38,42,43,13,36
2015-02-25,3,22,30,37,38,43,37,30
2015-03-04,7,24,33,34,35,42,4,13
2015-03-11,1,17,28,31,33,41,17,12
2015-03-18,14,18,19,25,33,38,28,34
2015-03-25,19,23,33,34,38,44,42,11
2015-04-01,8,11,23,24,32,42,25,22
2015-04-08,3,10,17,24,28,40,33,25
2015-04-15,1,7,9,14,21,45,17,14
2015-04-22,10,12,21,23,29,43,31,20
2015-04-29,10,12,23,27,31,37,32,41
2015-05-06,13,27,30,37,43,45,10,23
2015-05-13,10,20,27,29,33,34,3,11
2015-05-20,6,8,26,30,32,38,29,11
2015-05-27,1,27,28,30,36,38,23,22
2015-06-03,10,11,36,40,43,45,39,28
2015-06-10,2,11,21,28,44,45,23,23
2015-06-17,5,26,28,31,32,45,45,23
2015-06-24,7,12,16,17,18,35,44,31
2015-07-01,13,14,28,39,40,42,29,14
2015-07-08,4,19,20,27,36,39,1,4
2015-07-15,6,8,27,33,39,45,27,24
2015-07-22,2,3,27,28,35,45,34,30
2015-07-29,5,15,24,31,32,37,26,13
2015-08-05,11,13,23,31,32,43,12,25
2015-08-12,3,10,13,25,37,45,32,18
2015-08-19,16,19,20,21,25,32,3,27
2015-08-26,3,9,16,20,23,36,39,8
2015-09-02,7,16,18,40,41,43,41,45
2015-09-09,4,10,16,25,28,36,14,38
2015-09-16,2,4,15,20,28,45,25,40
2015-09-23,7,16,35,36,38,40,5,15
2015-09-30,10,11,13,17,35,43,21,31
2015-10-07,2,6,11,14,20,36,40,22
2015-10-14,3,13,27,30,41,45,16,11
2015-10-21,16,18,30,41,42,44,44,26
2015-10-28,20,29,34,39,41,45,39,36
2015-11-04,2,19,23,31,32,39,42,24
2015-11-11,9,13,26,28,40,42,37,35
2015-11-18,4,6,9,11,24,35,15,29
2015-11-25,5,6,8,15,29,39,20,29
2015-12-02,7,15,20,36,39,44,4,10
2015-12-09,7,26,30,34,42,45,3,30
2015-12-16,8,9,19,24,43,44,21,10
2015-12-23,4,11,29,34,36,40,44,40
2015-12-30,5,11,13,15,18,24,3,19
2016-01-06,8,10,24,40,44,45,43,26
2016-01-13,1,14,18,22,32,42,21,43
2016-01-20,1,9,20,37,40,42,7,4
2016-01-27,4,16,21,28,34,40,33,6
2016-02-03,16,20,24,27,33,40,10,34
2016-02-10,5,7,8,20,34,37,40,30
2016-02-17,6,7,10,15,28,37,44,8
2016-02-24,1,3,4,9,16,36,16,12
2016-03-02,12,21,23,29,31,34,34,11
2016-03-09,6,12,15,37,39,40,20,6
2016-03-16,4,8,12,21,24,34,2,32
2016-03-23,2,4,11,13,31,36,9,34
2016-03-30,11,17,20,21,36,41,14,14
2016-04-06,7,9,19,38,42,45,21,1
2016-04-13,9,10,12,16,30,31,9,13
2016-04-20,5,13,15,25,29,39,30,43
2016-04-27,6,14,22,24,29,45,45,22
2016-05-04,2,19,28,33,41,44,22,45
2016-05-11,3,14,20,37,44,45,4,23
2016-05-18,3,25,27,28,33,44,2,7
2016-05-25,9,14,20,30,31,32,33,32
2016-06-01,17,21,22,35,36,42,16,42
2016-06-08,2,9,16,31,34,37,14,29
2016-06-15,3,9,29,40,42,45,40,24
2016-06-22,10,11,23,30,40,45,43,25
2016-06-29,12,15,25,28,30,44,21,22
2016-07-06,15,26,27,33,35,40,30,14
2016-07-13,14,24,27,30,36,39,40,39
2016-07-20,2,4,7,12,17,18,45,6
2016-07-27,6,15,16,20,25,27,26,12
2016-08-03,2,22,26,35,43,45,39,22
2016-08-10,6,13,16,33,35,45,31,10
2016-08-17,8,10,11,15,27,33,44,4
2016-08-24,8,11,23,36,37,41,45,37
2016-08-31,6,13,16,21,24,34,1,39
2016-09-07,13,16,20,22,32,42,30,23
2016-09-14,3,13,19,20,27,30,4,44
2016-09-21,4,10,18,24,29,33,6,7
2016-09-28,3,8,24,26,33,36,2,12
2016-10-05,1,4,7,11,31,35,19,42
2016-10-12,1,3,8,19,42,44,27,33
2016-10-19,1,13,19,25,35,39,37,31
2016-10-26,3,15,18,30,32,40,23,5
2016-11-02,4,10,12,22,39,41,38,25
2016-11-09,4,13,17,22,24,36,15,31
2016-11-16,3,4,7,35,40,42,32,25
2016-11-23,1,14,16,22,30,32,20,34
2016-11-30,4,7,26,31,35,38,5,36
2016-12-07,6,18,22,25,26,39,4,44
2016-12-14,14,15,25,32,35,36,30,5
2016-12-21,11,16,20,21,25,43,41,28
2016-12-28,7,9,10,17,18,20,34,45
2017-01-04,7,12,17,26,33,39,2,37
2017-01-11,9,11,19,22,31,44,21,22
2017-01-18,8,16,21,28,31,45,8,15
2017-01-25,6,8,12,29,30,32,26,13
2017-02-01,12,23,26,31,32,43,30,21
2017-02-08,5,9,17,29,38,44,19,14
2017-02-15,19,21,26,27,34,40,28,12
2017-02-22,12,21,24,26,40,44,15,18
2017-03-01,1,4,6,13,25,39,10,28
2017-03-08,19,28,32,35,43,44,25,20
2017-03-15,6,10,16,30,39,45,19,14
2017-03-22,8,10,19,28,33,41,26,18
2017-03-29,3,6,32,34,42,44,40,3
2017-04-05,5,12,15,16,27,40,9,44
2017-04-12,4,12,13,14,37,41,2,3
2017-04-19,9,11,21,29,30,36,3,7
2017-04-26,5,7,15,20,38,44,25,33
2017-05-03,15,17,18,21,23,38,27,10
2017-05-10,7,9,23,24,30,41,4,35
2017-05-17,1,3,10,13,43,45,4,22
2017-05-24,3,4,6,19,20,22,9,34
2017-05-31,20,21,25,32,40,42,21,18
2017-06-07,7,21,22,37,43,44,10,26
2017-06-14,1,19,20,25,26,35,13,8
2017-06-21,19,30,32,35,37,40,43,4
2017-06-28,6,8,17,20,28,45,11,40
2017-07-05,22,28,30,37,44,45,29,31
2017-07-12,1,16,18,26,31,32,24,29
2017-07-19,5,6,22,23,25,41,39,27
2017-07-26,10,22,25,36,44,45,13,17
2017-08-02,16,20,26,27,40,42,9,13
2017-08-09,4,9,11,13,38,39,35,15
2017-08-16,2,7,8,12,18,28,28,37
2017-08-23,1,4,12,20,28,42,5,23
2017-08-30,1,15,23,26,32,41,22,32
2017-09-06,9,20,27,33,35,43,6,12
2017-09-13,1,20,23,25,39,42,43,25
2017-09-20,5,8,14,19,30,40,4,3
2017-09-27,3,21,22,26,35,40,24,20
2017-10-04,2,5,6,33,36,40,39,36
2017-10-11,1,4,6,7,21,22,2,29
2017-10-18,7,17,20,24,26,43,21,28
2017-10-25,1,7,17,21,25,27,13,15
2017-11-01,5,6,9,14,18,27,15,3
2017-11-08,3,24,25,29,38,44,28,44
2017-11-15,4,6,23,35,38,45,20,44
2017-11-22,4,11,12,25,29,33,45,1
2017-11-29,4,8,28,29,33,40,45,2
2017-12-06,16,20,28,37,40,43,18,5
2017-12-13,1,11,15,26,31,43,8,34
2017-12-20,1,5,18,19,23,35,15,24
2017-12-27,2,6,7,28,39,40,22,24
2018-01-03,11,17,18,25,28,44,1,11
2018-01-10,7,8,10,23,25,30,28,2
2018-01-17,2,3,7,20,35,45,27,33
2018-01-24,1,6,31,34,41,42,33,12
2018-01-31,7,14,28,33,37,43,28,31
2018-02-07,11,21,22,33,38,39,15,38
2018-02-14,4,8,22,23,27,34,42,33
2018-02-21,1,21,23,25,32,41,31,21
2018-02-28,1,5,16,26,32,40,32,19
2018-03-07,22,25,30,32,42,45,9,20
2018-03-14,1,15,18,21,29,30,7,41
2018-03-21,12,20,21,25,32,39,19,15
2018-03-28,9,14,21,22,23,40,38,27
2018-04-04,1,6,17,22,28,42,21,26
2018-04-11,3,4,15,18,24,39,24,12
2018-04-18,19,20,21,22,28,40,21,3
2018-04-25,2,13,14,15,29,39,7,15
2018-05-02,15,27,35,39,40,42,2,2
2018-05-09,4,12,22,24,35,43,1,23
2018-05-16,5,10,23,28,30,43,27,45
2018-05-23,12,15,16,24,25,29,32,32
2018-05-30,1,12,23,27,37,38,29,35
2018-06-06,2,9,11,12,22,32,45,11
2018-06-13,3,4,9,14,17,22,42,25
2018-06-20,2,11,22,24,32,39,42,3
2018-06-27,9,14,24,34,35,40,7,23
2018-07-04,8,18,19,35,37,44,14,9
2018-07-11,7,15,27,35,36,39,41,41
2018-07-18,3,8,11,21,25,29,29,12
2018-07-25,4,6,13,15,21,30,39,42
2018-08-01,1,6,10,12,31,44,41,28
2018-08-08,1,9,11,23,31,38,45,6
2018-08-15,4,11,27,28,36,45,3,6
2018-08-22,1,6,17,21,30,42,19,43
2018-08-29,7,14,19,26,27,43,25,9
2018-09-05,2,16,20,32,40,43,39,23
2018-09-12,7,9,13,18,24,41,21,43
2018-09-19,9,16,20,33,40,43,6,13
2018-09-26,5,7,31,39,40,43,31,3
2018-10-03,2,11,20,40,43,45,13,34
2018-10-10,2,3,5,17,26,35,45,43
2018-10-17,8,20,23,26,28,33,26,21
2018-10-24,3,4,6,30,32,45,34,30
2018-10-31,5,6,28,31,36,40,25,33
2018-11-07,4,26,28,31,32,38,12,4
2018-11-14,12,15,17,19,33,45,42,32
2018-11-21,10,11,19,24,27,31,17,38
2018-11-28,1,22,23,38,39,40,38,34
2018-12-05,1,7,9,13,31,42,5,28
2018-12-12,10,15,22,26,29,41,4,45
2018-12-19,2,11,16,18,20,31,12,4
2018-12-26,4,5,6,8,9,21,17,7
2019-01-02,24,27,32,34,39,41,9,27
2019-01-09,1,4,23,30,32,44,30,28
2019-01-16,27,28,39,40,41,42,1,28
2019-01-23,7,16,17,27,33,43,29,33
2019-01-30,13,22,23,26,28,34,4,30
2019-02-06,3,7,8,14,21,28,33,4
2019-02-13,12,15,21,22,26,43,17,24
2019-02-20,4,16,27,28,36,37,26,32
2019-02-27,1,3,9,18,19,29,36,34
2019-03-06,3,6,10,14,18,42,10,24
2019-03-13,3,6,19,27,37,43,5,14
2019-03-20,7,14,17,18,43,45,24,29
2019-03-27,5,13,20,21,32,41,9,10
2019-04-03,7,13,14,18,35,36,22,7
2019-04-10,27,28,30,33,34,40,2,21
2019-04-17,6,8,9,14,24,40,29,6
2019-04-24,2,5,13,17,41,45,31,16
2019-05-01,9,21,26,31,38,42,15,32
2019-05-08,5,9,18,23,33,41,12,20
2019-05-15,2,3,4,17,32,35,34,18
2019-05-22,7,15,16,30,31,42,17,22
2019-05-29,3,5,6,16,18,21,13,37
2019-06-05,1,2,3,17,20,23,29,2
2019-06-12,1,14,17,22,25,33,26,13
2019-06-19,1,5,20,21,40,43,29,20
2019-06-26,15,24,26,27,40,45,4,20
2019-07-03,4,6,18,33,34,44,40,21
2019-07-10,6,21,28,31,34,40,26,17
2019-07-17,2,4,11,13,16,37,44,7
2019-07-24,1,14,20,22,32,35,8,26
2019-07-31,13,16,22,26,41,42,37,18
2019-08-07,3,9,12,18,40,45,4,18
2019-08-14,29,30,31,32,33,41,11,17
2019-08-21,8,14,21,22,31,33,28,30
2019-08-28,1,2,9,13,27,39,43,42
2019-09-04,8,13,25,33,34,41,8,21
2019-09-11,6,13,18,32,42,43,36,38
2019-09-18,6,7,15,22,43,44,29,22
2019-09-25,4,7,21,23,37,39,24,5
2019-10-02,5,11,31,32,42,44,21,5
2019-10-09,10,19,24,26,30,36,42,35
2019-10-16,7,14,18,23,25,37,31,45
2019-10-23,5,6,20,25,31,34,32,19
2019-10-30,8,10,14,28,35,44,36,8
2019-11-06,12,22,23,27,28,38,19,17
2019-11-13,15,26,29,38,40,41,13,31
2019-11-20,4,7,16,32,43,45,10,39
2019-11-27,5,6,7,24,36,45,14,35
2019-12-04,4,11,13,28,33,35,23,23
2019-12-11,12,21,24,38,40,44,27,27
2019-12-18,1,4,9,12,26,42,6,12
2019-12-25,12,19,20,21,30,44,13,31
2020-01-01,3,13,18,19,24,33,45,18
2020-01-08,3,12,16,22,25,26,26,39
2020-01-15,1,25,27,30,35,44,41,33
2020-01-22,3,14,19,21,23,25,20,38
2020-01-29,2,8,23,36,37,40,27,22
2020-02-05,1,11,21,22,26,40,7,5
2020-02-12,6,13,14,25,26,38,18,4
2020-02-19,1,3,14,22,25,39,38,2
2020-02-26,5,12,14,20,21,30,3,18
2020-03-04,7,13,24,26,38,44,1,22
2020-03-11,1,7,8,12,21,40,42,22
2020-03-18,6,8,24,30,36,39,15,26
2020-03-25,10,15,17,20,31,35,24,41
2020-04-01,4,5,20,22,31,33,12,15
2020-04-08,3,13,26,31,39,40,4,15
2020-04-15,20,24,26,35,37,40,1,26
2020-04-22,4,15,25,27,40,45,29,23
2020-04-29,7,15,24,26,37,43,21,38
2020-05-06,11,17,22,23,29,41,13,24
2020-05-13,5,8,12,15,18,21,3,34
2020-05-20,11,21,25,29,34,41,14,8
2020-05-27,1,2,24,38,39,43,3,9
2020-06-03,1,11,12,23,38,42,42,17
2020-06-10,16,20,21,27,29,30,7,23
2020-06-17,6,24,30,31,33,41,5,8
2020-06-24,12,13,16,17,23,42,39,39
2020-07-01,12,14,15,18,30,34,7,29
2020-07-08,13,14,17,24,39,42,12,28
2020-07-15,7,10,25,33,35,40,28,7
2020-07-22,9,24,25,31,39,41,37,5
2020-07-29,15,20,21,41,43,45,9,5
2020-08-05,7,15,18,22,31,33,2,33
2020-08-12,20,29,30,36,43,44,13,38
2020-08-19,14,21,24,34,35,37,37,13
2020-08-26,16,20,22,26,32,37,36,29
2020-09-02,11,14,15,20,21,27,44,39
2020-09-09,10,19,25,27,43,45,22,1
2020-09-16,11,19,28,35,44,45,37,32
2020-09-23,11,15,19,25,29,44,32,22
2020-09-30,6,11,17,34,35,36,45,14
2020-10-07,1,8,17,21,24,31,18,20
2020-10-14,14,17,19,30,32,44,24,20
2020-10-21,9,10,13,18,23,37,32,13
2020-10-28,1,7,24,27,29,44,4,11
2020-11-04,6,18,30,40,44,45,31,35
2020-11-11,2,7,9,20,40,45,20,11
2020-11-18,10,16,23,28,35,42,41,17
2020-11-25,10,13,17,22,23,40,16,14
2020-12-02,19,22,27,37,41,43,25,14
2020-12-09,7,30,32,40,41,42,7,11
2020-12-16,19,25,30,40,41,45,29,1
2020-12-23,12,24,33,34,40,41,36,42
2020-12-30,2,4,15,20,24,33,9,45
2021-01-06,3,20,26,27,37,45,16,12
2021-01-13,2,3,8,9,22,29,24,17
2021-01-20,4,15,23,24,28,36,45,34
2021-01-27,16,19,25,35,36,37,37,25
2021-02-03,6,7,8,24,32,37,41,40
2021-02-10,3,9,13,22,36,44,5,10
2021-02-17,9,10,11,23,36,42,3,8
2021-02-24,4,7,12,16,17,30,8,20
2021-03-03,4,7,16,24,37,39,32,16
2021-03-10,1,4,28,30,40,44,5,13
2021-03-17,3,15,27,31,35,45,34,6
2021-03-24,4,5,8,18,32,37,28,21
2021-03-31,1,12,21,28,32,35,15,34
2021-04-07,8,18,19,24,33,43,27,14
2021-04-14,4,18,19,29,30,33,13,37
2021-04-21,1,10,23,24,31,40,39,24
2021-04-28,2,28,31,34,40,41,40,6
2021-05-05,5,30,31,35,37,42,27,9
2021-05-12,3,16,24,36,38,41,19,13
2021-05-19,14,18,22,33,34,38,6,28
2021-05-26,3,5,17,20,24,39,35,22
2021-06-02,3,4,9,19,23,28,21,23
2021-06-09,5,13,21,27,28,29,12,36
2021-06-16,17,23,34,39,42,45,39,6
2021-06-23,5,10,30,35,41,42,12,23
2021-06-30,2,3,11,13,14,34,18,11
2021-07-07,2,8,9,24,29,41,25,39
2021-07-14,5,7,15,21,24,26,21,45
2021-07-21,1,8,10,27,35,36,17,7
2021-07-28,5,23,27,30,39,40,7,34
2021-08-04,18,22,24,38,42,45,31,11
2021-08-11,5,9,25,29,30,37,34,35
2021-08-18,4,16,26,30,32,37,29,21
2021-08-25,1,5,20,21,38,40,37,13
2021-09-01,22,26,32,35,40,44,20,39
2021-09-08,8,16,24,27,32,36,8,31
2021-09-15,8,9,12,20,27,32,19,16
2021-09-22,20,22,23,29,32,33,7,24
2021-09-29,11,16,28,32,37,41,4,9
2021-10-06,1,5,19,26,36,37,31,6
2021-10-13,2,8,11,25,30,42,11,6
2021-10-20,6,9,11,28,29,31,44,41
2021-10-27,6,10,19,21,26,28,12,25
2021-11-03,5,7,14,32,44,45,31,44
2021-11-10,4,9,18,22,43,45,1,42
2021-11-17,2,4,8,10,12,39,35,9
2021-11-24,2,15,17,26,40,42,35,35
2021-12-01,5,15,26,28,37,40,35,38
2021-12-08,1,9,11,24,26,36,8,25
2021-12-15,16,29,30,38,40,44,45,11
2021-12-22,5,23,25,30,33,40,16,17
2021-12-29,10,26,30,33,35,37,37,22
2022-01-05,12,19,22,36,42,44,13,1
2022-01-12,6,32,36,39,40,43,44,22
2022-01-19,10,11,16,22,24,33,23,25
2022-01-26,4,8,11,21,29,33,2,1
2022-02-02,1,4,7,14,24,37,32,5
2022-02-09,10,17,20,27,28,35,9,23
2022-02-16,9,16,18,19,31,40,33,29
2022-02-23,7,15,22,24,28,30,25,43
2022-03-02,1,5,6,30,31,32,4,31
2022-03-09,8,21,26,28,30,35,6,23
2022-03-16,9,14,20,25,28,30,22,38
2022-03-23,10,24,26,35,37,44,26,4
2022-03-30,5,9,11,16,31,43,26,13
2022-04-06,14,19,23,39,40,45,40,2
2022-04-13,3,4,8,11,18,35,16,12
2022-04-20,15,24,25,31,40,45,33,42
2022-04-27,3,6,23,27,30,44,5,15
2022-05-04,9,19,22,29,37,39,38,37
2022-05-11,13,15,24,27,36,38,4,27
2022-05-18,7,9,15,34,37,45,17,8
2022-05-25,7,9,10,21,32,38,25,15
2022-06-01,13,16,17,28,31,38,28,4
2022-06-08,21,26,28,35,38,39,30,31
2022-06-15,9,13,19,26,28,34,36,2
2022-06-22,10,13,22,31,35,42,1,23
2022-06-29,1,8,12,33,34,36,42,43
2022-07-06,12,25,33,38,43,44,40,42
2022-07-13,2,14,19,28,32,42,10,36
2022-07-20,1,8,14,32,34,39,28,37
2022-07-27,3,4,13,22,30,37,44,33
2022-08-03,3,9,18,22,28,40,5,10
2022-08-10,15,17,28,32,34,43,5,43
2022-08-17,2,7,11,18,19,34,38,45
2022-08-24,4,12,22,33,40,43,4,31
2022-08-31,7,15,18,22,24,40,24,5
2022-09-07,7,8,9,14,37,44,13,36
2022-09-14,3,5,10,29,33,44,45,30
2022-09-21,7,9,18,31,44,45,39,2
2022-09-28,4,10,16,22,42,45,36,14
2022-10-05,5,8,9,15,42,45,7,1
2022-10-12,12,17,30,36,39,40,27,33
2022-10-19,5,13,20,32,34,43,24,38
2022-10-26,1,2,11,15,17,27,27,38
2022-11-02,11,17,21,40,42,45,33,38
2022-11-09,23,31,34,35,37,42,14,9
2022-11-16,4,18,26,28,36,39,42,36
2022-11-23,1,5,14,22,29,32,12,13
2022-11-30,17,24,25,33,37,41,33,26
2022-12-07,4,6,11,12,14,23,37,10
2022-12-14,1,9,20,25,27,30,9,30
2022-12-21,7,10,24,30,36,43,9,20
2022-12-28,3,14,18,20,31,43,30,12
2023-01-04,10,11,21,25,28,32,10,42
2023-01-11,30,32,33,38,43,44,28,14
2023-01-18,5,21,32,37,38,42,19,33
2023-01-25,13,36,40,41,44,45,23,38
2023-02-01,13,15,17,21,30,39,28,39
2023-02-08,3,7,9,21,37,38,40,28
2023-02-15,4,8,14,23,28,32,16,12
2023-02-22,23,27,29,36,37,42,1,35
2023-03-01,18,36,41,43,44,45,29,33
2023-03-08,15,24,27,30,36,43,28,31
2023-03-15,2,11,15,18,26,43,30,20
2023-03-22,6,8,12,21,23,40,16,7
2023-03-29,4,6,22,23,24,25,12,41
2023-04-05,7,10,18,24,37,38,31,25
2023-04-12,7,9,31,34,41,42,3,33
2023-04-19,5,9,23,24,34,45,10,27
2023-04-26,13,14,26,32,42,45,23,10
2023-05-03,4,6,7,11,40,41,36,2
2023-05-10,4,8,12,34,37,43,29,31
2023-05-17,2,4,12,29,35,45,26,44
2023-05-24,7,8,10,14,17,18,24,10
2023-05-31,3,4,18,21,24,44,37,20
2023-06-07,4,10,13,32,37,45,10,10
2023-06-14,4,6,14,26,30,39,43,13
2023-06-21,6,10,16,20,25,36,41,26
2023-06-28,2,7,12,17,37,45,27,43
2023-07-05,3,4,6,12,41,45,20,29
2023-07-12,6,9,16,21,28,42,5,16
2023-07-19,8,16,25,26,28,38,19,39
2023-07-26,1,6,14,17,27,30,41,36
2023-08-02,11,12,18,19,33,35,4,11
2023-08-09,11,14,15,21,23,39,15,20
2023-08-16,1,6,11,14,34,39,21,45
2023-08-23,11,14,20,23,34,35,34,30
2023-08-30,5,16,20,21,39,41,24,45
2023-09-06,1,4,12,19,20,31,11,40
2023-09-13,4,10,20,22,26,31,11,17
2023-09-20,4,5,32,33,39,41,20,31
2023-09-27,20,25,30,32,35,41,2,14
2023-10-04,8,12,19,26,28,34,34,13
2023-10-11,3,12,19,25,26,41,5,33
2023-10-18,6,13,15,24,26,32,35,6
2023-10-25,1,10,12,21,25,35,13,7
2023-11-01,13,27,37,39,40,41,20,20
2023-11-08,4,6,9,16,31,45,42,3
2023-11-15,5,16,19,35,36,43,16,29
2023-11-22,7,13,21,28,40,43,1,30
2023-11-29,3,7,10,12,24,37,37,28
2023-12-06,6,7,10,15,23,29,11,23
2023-12-13,12,15,16,25,30,32,20,37
2023-12-20,4,5,8,30,34,39,33,11
2023-12-27,12,15,23,28,33,36,9,28
2024-01-03,6,9,19,32,33,40,30,4
2024-01-10,16,20,21,26,30,36,13,25
2024-01-17,3,12,22,26,32,45,43,22
2024-01-24,3,16,25,28,42,43,23,35
2024-01-31,9,21,24,27,34,35,19,8
2024-02-07,3,12,14,22,24,45,10,33
2024-02-14,6,20,21,25,38,42,11,42
2024-02-21,16,20,22,26,27,33,25,45
2024-02-28,12,15,23,33,40,43,18,4
2024-03-06,6,9,11,19,28,30,29,6
2024-03-13,4,9,10,21,41,45,31,4
2024-03-20,1,6,15,30,35,41,8,21
2024-03-27,5,11,15,24,31,45,13,30
2024-04-03,19,22,27,35,37,40,5,14
2024-04-10,1,9,19,27,32,44,17,41
2024-04-17,12,17,33,35,36,42,43,31
2024-04-24,2,20,24,27,37,42,43,37
2024-05-01,2,10,12,29,34,43,35,2
2024-05-08,1,5,13,29,32,36,39,7
2024-05-15,8,11,12,19,24,45,8,14
2024-05-22,2,3,20,25,34,35,15,17
2024-05-29,3,5,17,29,38,42,2,38
2024-06-05,4,29,36,38,42,44,13,22
2024-06-12,30,31,33,36,43,44,22,44
2024-06-19,2,9,13,16,30,34,5,18
2024-06-26,1,3,8,17,18,31,24,9
2024-07-03,6,11,14,18,19,20,17,13
2024-07-10,13,14,17,24,26,36,23,42
2024-07-17,4,12,14,16,27,28,12,22
2024-07-24,2,4,5,11,28,32,8,24
2024-07-31,16,19,20,21,26,37,37,9
2024-08-07,6,9,33,40,43,45,1,9
2024-08-14,4,8,9,26,42,45,5,45
2024-08-21,4,12,18,25,35,37,3,23
2024-08-28,1,24,25,28,31,44,16,3
2024-09-04,10,29,33,37,43,45,45,13
2024-09-11,16,19,28,30,38,45,8,44
2024-09-18,7,8,10,22,30,45,24,4
2024-09-25,2,6,15,26,39,43,1,43
2024-10-02,17,19,20,40,44,45,30,25
2024-10-09,6,12,26,29,30,40,24,28
2024-10-16,1,10,11,17,18,30,39,19
2024-10-23,2,7,10,15,31,38,37,9
2024-10-30,12,14,18,25,31,37,10,34
2024-11-06,1,14,20,22,28,43,7,43
2024-11-13,13,14,25,30,33,36,12,33
2024-11-20,3,18,21,22,31,33,43,29
2024-11-27,9,21,22,24,26,36,29,19
2024-12-04,11,15,21,26,29,45,30,20
2024-12-11,1,18,25,32,33,44,9,42
2024-12-18,10,14,18,20,29,39,25,24
2024-12-25,4,12,16,32,35,39,20,27
2025-01-01,3,5,16,23,33,43,4,11
2025-01-08,24,31,32,33,34,39,29,43
2025-01-15,11,13,27,35,36,43,44,16
2025-01-22,6,15,37,38,43,44,1,32
2025-01-29,20,22,36,38,39,40,6,4
2025-02-05,20,25,27,34,39,44,22,32
2025-02-12,7,17,23,29,31,40,14,19
2025-02-19,30,33,34,42,43,44,31,4
2025-02-26,3,17,23,27,39,41,36,12
2025-03-05,3,7,15,19,20,34,22,15
2025-03-12,1,11,26,31,35,43,3,15
2025-03-19,9,14,20,33,39,45,1,40
2025-03-26,3,8,14,26,30,40,37,25
2025-04-02,4,5,6,18,26,39,29,26
2025-04-09,4,10,22,27,35,42,9,6
2025-04-16,7,15,24,35,37,45,44,22
2025-04-23,5,8,12,13,36,40,16,10
2025-04-30,2,14,15,24,25,33,6,4
2025-05-07,8,20,25,30,34,40,12,25
2025-05-14,8,9,10,29,33,42,34,26
2025-05-21,1,16,25,26,28,30,7,2
2025-05-28,2,9,26,27,31,34,18,21
2025-06-04,12,22,26,27,32,38,28,36
2025-06-11,3,11,20,21,32,36,35,24
2025-06-18,7,10,24,36,38,44,42,13
2025-06-25,6,10,26,29,30,44,26,34
2025-07-02,4,8,16,17,20,30,14,3
2025-07-09,11,17,27,29,30,42,27,40
2025-07-16,3,9,10,17,28,45,27,30
2025-07-23,4,27,31,39,41,45,34,27
2025-07-30,12,18,24,26,35,40,11,30
2025-08-06,26,31,36,38,39,42,21,39
2025-08-13,6,13,17,20,27,42,4,31
2025-08-20,10,23,32,37,39,43,7,3
2025-08-27,16,17,19,27,36,40,35,36
2025-09-03,3,14,16,22,31,33,9,22
2025-09-10,1,2,4,5,40,43,7,12
2025-09-17,4,5,13,17,33,35,33,30
2025-09-24,2,18,21,29,37,41,2,19
2025-10-01,15,22,25,26,27,31,12,16
2025-10-08,2,3,5,8,20,26,35,29
2025-10-15,2,7,16,18,19,34,37,12
2025-10-22,5,13,15,17,24,38,23,42
2025-10-29,18,21,22,28,40,44,31,36
2025-11-05,14,21,34,37,38,43,5,30
2025-11-12,1,8,15,22,26,44,26,20
2025-11-19,1,14,30,38,41,44,37,16
2025-11-26,11,12,18,43,44,45,27,14
2025-12-03,9,13,18,22,23,40,5,19
2025-12-10,4,17,21,28,44,45,45,30
2025-12-17,2,11,14,15,25,34,36,44
2025-12-24,6,9,19,26,27,41,19,26
2025-12-31,7,8,17,18,29,34,38,7
2026-01-07,5,14,17,28,30,39,43,8
2026-01-14,6,9,11,12,40,41,29,43
2026-01-21,3,8,21,27,36,40,9,23
2026-01-28,5,9,10,18,27,38,27,8
2026-02-04,20,21,22,34,42,45,41,26
2026-02-11,6,14,20,25,33,40,44,36
